No. Voucher,Tanggal+Account,Keterangan,Debet,Kredit,Divisi
 ST9-19/KK,20180920110.101,pulsa inh-conveyor/cogindo : 20-21/9/18,0.00,300000.00,SEKRET
 ST9-19/KK,20180920500.134,fc.materi inh-conveyor/cogindo : 20-21/9,518000.00,0.00,SEKRET
 ST9-19/KK,20180920110.101,fc.materi inh-conveyor/cogindo : 20-21/9,0.00,518000.00,SEKRET
 ST9-21/KM,20180921110.101,ambil bni cek no. ce 200750,4612700.00,0.00,SEKRET
 ST9-21/KM,20180921999.999,ambil bni cek no. ce 200750,0.00,4612700.00,SEKRET
 ST9-21/KM,20180921110.101,ambil bni cek no. ce 200749,5300500.00,0.00,SEKRET
 ST9-21/KM,20180921999.999,ambil bni cek no. ce 200749,0.00,5300500.00,SEKRET
 ST9-22/KK,20180921999.999,diserahkan ke kas pp-wi,10000000.00,0.00,SEKRET
 ST9-22/KK,20180921110.101,diserahkan ke kas pp-wi,0.00,10000000.00,SEKRET
 ST9-22/KK,20180921500.106,trans ke dekanat ftui depok : anna,100000.00,0.00,SEKRET
 ST9-22/KK,20180921110.101,trans ke dekanat ftui depok : anna,0.00,100000.00,SEKRET
 ST9-11/KM,20180914110.101,ambil bni : b.plth acls-rsui (ls),88350000.00,0.00,SEKRET
 ST9-11/KM,20180914999.999,ambil bni : b.plth acls-rsui (ls),0.00,88350000.00,SEKRET
 ST9-11/KM,20180914110.101,kemb.pjk pph23-2% : acls-rsui (ls),1803062.00,0.00,SEKRET
 ST9-11/KM,20180914110.110,kemb.pjk pph23-2% : acls-rsui (ls),0.00,1803062.00,SEKRET
 ST9-15/KM,20180917110.101,ambil bni : k3 lift-rsui (ls),16170000.00,0.00,SEKRET
 ST9-15/KM,20180917999.999,ambil bni : k3 lift-rsui (ls),0.00,16170000.00,SEKRET
 ST9-15/KM,20180917110.101,kemb.pjk pph23-2% : k3 lift-rsui (ls),330000.00,0.00,SEKRET
 ST9-15/KM,20180917110.110,kemb.pjk pph23-2% : k3 lift-rsui (ls),0.00,330000.00,SEKRET
 ST9-15/KM,20180917110.101,ambil bni : btcls-rsui (ls),39400000.00,0.00,SEKRET
 ST9-15/KM,20180917999.999,ambil bni : btcls-rsui (ls),0.00,39400000.00,SEKRET
 ST9-20/KM,20180920110.101,ambil bni : acls-rsui /6 org (ls),19500000.00,0.00,SEKRET
 ST9-20/KM,20180920999.999,ambil bni : acls-rsui /6 org (ls),0.00,19500000.00,SEKRET
 ST9-20/KM,20180920110.101,kemb.pjk pph23-2% : acls-rsui (ls),397960.00,0.00,SEKRET
 ST9-20/KM,20180920110.110,kemb.pjk pph23-2% : acls-rsui (ls),0.00,397960.00,SEKRET
 ST9-12/KK,20180914999.999,diserahkan ke kas pelatihan rsui,165951022.00,0.00,SEKRET
 ST9-12/KK,20180914110.101,diserahkan ke kas pelatihan rsui,0.00,165951022.00,SEKRET
PP09-06/KM,20180914999.999,trmdr.kas p2m,0.00,165951022.00,SEKRET
ST9-22/KK,20180921500.115,kirim spk ke pltu indramayu,16000.00,0.00,SEKRET
 ST9-22/KK,20180921110.101,kirim spk ke pltu indramayu,0.00,16000.00,SEKRET
 ST9-22/KK,20180921500.115,kirim dokumen ke pupuk kaltim,46000.00,0.00,SEKRET
 ST9-22/KK,20180921110.101,kirim dokumen ke pupuk kaltim,0.00,46000.00,SEKRET
 BA09-09/BM,20180917120.103,fmea : indonesia power-8 org,42002800.00,0.00,SEKRET
BA09-010/BK,20180917999.999,ambil bni : plth btcls-rsui (ls),39400000.00,0.00,SEKRET
 BA09-010/BK,20180917120.103,ambil bni : plth btcls-rsui (ls),0.00,39400000.00,SEKRET
 BA09-010/BK,20180917999.999,ambil bni : plth k3 sertifikasi-rsui (ls,16170000.00,0.00,SEKRET
 BA09-010/BK,20180917120.103,ambil bni : plth k3 sertifikasi-rsui (ls,0.00,16170000.00,SEKRET
 BA09-010/BK,20180917999.999,ambil bni cek no. ce 200731,10133908.00,0.00,SEKRET
 BA09-010/BK,20180917120.103,ambil bni cek no. ce 200731,0.00,10133908.00,SEKRET
 BA09-010/BK,20180917999.999,ambil bni cek no. ce 200738,4000000.00,0.00,SEKRET
 BA09-010/BK,20180917120.103,ambil bni cek no. ce 200738,0.00,4000000.00,SEKRET
 BA09-11/BK,20180919999.999,ambil bni cek no. ce 200741,3719107.00,0.00,SEKRET
 BA09-11/BK,20180919120.103,ambil bni cek no. ce 200741,0.00,3719107.00,SEKRET
 BA09-11/BK,20180919999.999,ambil bni cek no. ce 200743,7600000.00,0.00,SEKRET
 BA09-11/BK,20180919120.103,ambil bni cek no. ce 200743,0.00,7600000.00,SEKRET
 BA09-11/BK,20180919999.999,ambil bni cek no. ce 200744,4471460.00,0.00,SEKRET
 BA09-11/BK,20180919120.103,ambil bni cek no. ce 200744,0.00,4471460.00,SEKRET
 BA09-012/BK,20180920999.999,ambil bni : by.plth acls-rsui (ls),19500000.00,0.00,SEKRET
 BA09-012/BK,20180920120.103,ambil bni : by.plth acls-rsui (ls),0.00,19500000.00,SEKRET
 ST9-4/KM,20180906110.101,ambil bni : pengisian cash card,90000000.00,0.00,SEKRET
 ST9-4/KM,20180906999.999,ambil bni : pengisian cash card,0.00,90000000.00,SEKRET
 ST9-23/KK,20180921500.129,nexmedia september 2018,141000.00,0.00,SEKRET
 ST9-23/KK,20180921110.101,nexmedia september 2018,0.00,141000.00,SEKRET
 ST9-23/KK,20180921500.115,b. aqua botol u/.training o & m : suprem,70000.00,0.00,SEKRET
 ST9-23/KK,20180921110.101,b. aqua botol u/.training o & m : suprem,0.00,70000.00,SEKRET
 ST9-23/KK,20180921500.115,fc.laporan kemenristek,112000.00,0.00,SEKRET
 ST9-23/KK,20180921110.101,fc.laporan kemenristek,0.00,112000.00,SEKRET
 ST9-23/KK,20180921500.115,trans ke wisma makara dpk : o & m -supre,30000.00,0.00,SEKRET
 ST9-23/KK,20180921110.101,trans ke wisma makara dpk : o & m -supre,0.00,30000.00,SEKRET
 ST9-24/KK,20180922500.109,b. tas bahan -8 lsn,240000.00,0.00,SEKRET
 ST9-24/KK,20180922110.101,b. tas bahan -8 lsn,0.00,240000.00,SEKRET
 ST9-25/KK,20180924500.102,ctk acrilic nama : 50bh,1400000.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,ctk acrilic nama : 50bh,0.00,1400000.00,SEKRET
 ST9-25/KK,20180924500.134,fc.materi inh-conveyor /cogindo : 24-25/,540200.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,fc.materi inh-conveyor /cogindo : 24-25/,0.00,540200.00,SEKRET
 ST9-25/KK,20180924500.134,fc.materi inh-kalibrasi /cogindo : 24-25,592400.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,fc.materi inh-kalibrasi /cogindo : 24-25,0.00,592400.00,SEKRET
 ST9-25/KK,20180924500.134,"bensin,trans inh-kalibrasi : cogindo",225000.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,"bensin,trans inh-kalibrasi : cogindo",0.00,225000.00,SEKRET
 ST9-25/KK,20180924500.115,transport ke aetra-kelapa gading : iskan,65000.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,transport ke aetra-kelapa gading : iskan,0.00,65000.00,SEKRET
 ST9-25/KK,20180924999.999,diserahkan ke kas pp-we,9000000.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,diserahkan ke kas pp-we,0.00,9000000.00,SEKRET
 ST9-25/KK,20180924500.134,b. pulsa inh-kalibrasi/cogindo ; 2 org,300000.00,0.00,SEKRET
 ST9-25/KK,20180924110.101,b. pulsa inh-kalibrasi/cogindo ; 2 org,0.00,300000.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni cek no. ce 200753,10545000.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni cek no. ce 200753,0.00,10545000.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni cek no. ce 200754,6000000.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni cek no. ce 200754,0.00,6000000.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni cek no. ce 200755,7346000.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni cek no. ce 200755,0.00,7346000.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni cek no. ce 200763,13428260.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni cek no. ce 200763,0.00,13428260.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni (ls),75046000.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni (ls),0.00,75046000.00,SEKRET
 ST9-26/KM,20180925110.101,kemb.pjk pph21 : gaji karyawan sept 2018,2526380.00,0.00,SEKRET
 ST9-26/KM,20180925110.110,kemb.pjk pph21 : gaji karyawan sept 2018,0.00,2526380.00,SEKRET
 ST9-27/KK,20180925999.999,setor ke bni-ui ft non bp : retur ko pum,100000000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,setor ke bni-ui ft non bp : retur ko pum,0.00,100000000.00,SEKRET
 ST9-27/KK,20180925500.106,trans ke dekanat ftui depok : anna,100000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,trans ke dekanat ftui depok : anna,0.00,100000.00,SEKRET
 ST9-27/KK,20180925500.104,isi air mineral aqua-4 btl,54000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,isi air mineral aqua-4 btl,0.00,54000.00,SEKRET
 ST9-27/KK,20180925500.134,b. pulsa inh-conveyor/cogindo : 2 org,300000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,b. pulsa inh-conveyor/cogindo : 2 org,0.00,300000.00,SEKRET
 ST9-27/KK,20180925500.134,trans inh-conveyor/cogindo : 2 org,300000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,trans inh-conveyor/cogindo : 2 org,0.00,300000.00,SEKRET
 ST9-27/KK,20180925500.115,trans training o & m-supreme : 24-28/9/1,700000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,trans training o & m-supreme : 24-28/9/1,0.00,700000.00,SEKRET
 ST9-27/KK,20180925500.103,tunj pph21 gaji karyawan -sept 2018,2526380.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,tunj pph21 gaji karyawan -sept 2018,0.00,2526380.00,SEKRET
 ST9-27/KK,20180925500.101,gaji september 2018 : karyawan,32526000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,gaji september 2018 : karyawan,0.00,32526000.00,SEKRET
 ST9-27/KK,20180925500.101,gaji september 2018 : badan pengawas,2100000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,gaji september 2018 : badan pengawas,0.00,2100000.00,SEKRET
 ST9-27/KK,20180925500.105,tunj keamanan september 2018 : rahmad,200000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,tunj keamanan september 2018 : rahmad,0.00,200000.00,SEKRET
 ST9-27/KK,20180925500.118,trans karyawan-agustus 2018,6972500.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,trans karyawan-agustus 2018,0.00,6972500.00,SEKRET
 ST9-27/KK,20180925500.117,makan karyawan-agustus 2018,5472500.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,makan karyawan-agustus 2018,0.00,5472500.00,SEKRET
 ST9-27/KK,20180925999.999,diserahkan ke kas pelatihan,10969000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,diserahkan ke kas pelatihan,0.00,10969000.00,SEKRET
 ST9-27/KK,20180925500.134,"hn.sekrt inhouse : boiler 1-2, vibrasi (",7806000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,"hn.sekrt inhouse : boiler 1-2, vibrasi (",0.00,7806000.00,SEKRET
 ST9-27/KK,20180925500.115,hn.sekrt kemenristek dikti : inovasi 4.0,9000000.00,0.00,SEKRET
 ST9-27/KK,20180925110.101,hn.sekrt kemenristek dikti : inovasi 4.0,0.00,9000000.00,SEKRET
 ST9-28/KK,20180926500.115,trans ke depok-training o&m supreme : is,30000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,trans ke depok-training o&m supreme : is,0.00,30000.00,SEKRET
 ST9-28/KK,20180926500.134,hn.pengajar inh-conveyor/cogindo : 17-18,8300000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn.pengajar inh-conveyor/cogindo : 17-18,0.00,8300000.00,SEKRET
 ST9-28/KK,20180926500.134,hn.koord-conveyor/cogindo : 17-18/9/18,3500000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn.koord-conveyor/cogindo : 17-18/9/18,0.00,3500000.00,SEKRET
 ST9-28/KK,20180926500.134,hn.pengajar inh-conveyor/cogindo: 20-21/,7700000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn.pengajar inh-conveyor/cogindo: 20-21/,0.00,7700000.00,SEKRET
 ST9-28/KK,20180926500.134,hn.koord inh-conveyor/cogindo: 20-21/9/1,3500000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn.koord inh-conveyor/cogindo: 20-21/9/1,0.00,3500000.00,SEKRET
 ST9-28/KK,20180926500.134,hn. pengajar inh-kalibrasi/cogindo : 24-,10400000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn. pengajar inh-kalibrasi/cogindo : 24-,0.00,10400000.00,SEKRET
 ST9-28/KK,20180926500.134,hn. koord inh-kalibrasi/cogindo : 24-25/,2500000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,hn. koord inh-kalibrasi/cogindo : 24-25/,0.00,2500000.00,SEKRET
 ST9-28/KK,20180926500.115,fc.warna A3 : kai,50000.00,0.00,SEKRET
 ST9-28/KK,20180926110.101,fc.warna A3 : kai,0.00,50000.00,SEKRET
PP09-07/KM,20180925999.999,trm.dr.kas p2m,0.00,10969000.00,SEKRET
ST9-29/KM,20180926110.101,kemb.pjk pph21 : hn.inh-conveyor (17-18,1010000.00,0.00,SEKRET
 ST9-29/KM,20180926110.110,kemb.pjk pph21 : hn.inh-conveyor (17-18,0.00,1010000.00,SEKRET
 ST9-29/KM,20180926110.101,kemb.pjk pph21 : hn.inh-conveyor (20-21/,980000.00,0.00,SEKRET
 ST9-29/KM,20180926110.110,kemb.pjk pph21 : hn.inh-conveyor (20-21/,0.00,980000.00,SEKRET
 ST9-29/KM,20180926110.101,kemb.pjk pph21 : hn.inh-kalibrasi (24-25,1685000.00,0.00,SEKRET
 ST9-29/KM,20180926110.110,kemb.pjk pph21 : hn.inh-kalibrasi (24-25,0.00,1685000.00,SEKRET
 WEIP-1/KM,20180921999.999,trm.dr. kas p2m,0.00,10000000.00,SEKRET
 WEIP-5/KM,20180924999.999,trm.dr.kas p2m,0.00,9000000.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni : fc o & m supreme,2107400.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni : fc o & m supreme,0.00,2107400.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni : pintu pagar teralis,5500800.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni : pintu pagar teralis,0.00,5500800.00,SEKRET
 ST9-26/KM,20180925110.101,ambil bni : uang harian acls-rsui,8480000.00,0.00,SEKRET
 ST9-26/KM,20180925999.999,ambil bni : uang harian acls-rsui,0.00,8480000.00,SEKRET
 ST9-30/KK,20180927500.134,fc.materi inh-conveyor : cogindo (27-28/,717400.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,fc.materi inh-conveyor : cogindo (27-28/,0.00,717400.00,SEKRET
 ST9-30/KK,20180927500.115,trans ke kemenristek dikti : jono,30000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,trans ke kemenristek dikti : jono,0.00,30000.00,SEKRET
 ST9-30/KK,20180927500.115,jilid laporan : pupuk kaltim,146000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,jilid laporan : pupuk kaltim,0.00,146000.00,SEKRET
 ST9-30/KK,20180927500.108,"fc.bpko,bbk,dll",255000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,"fc.bpko,bbk,dll",0.00,255000.00,SEKRET
 ST9-30/KK,20180927500.115,fc.materi training o & m : supreme,1930000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,fc.materi training o & m : supreme,0.00,1930000.00,SEKRET
 BA09-13/BK,20180921999.999,ambil bni cek no. ce 200750,4612700.00,0.00,SEKRET
 BA09-13/BK,20180921120.103,ambil bni cek no. ce 200750,0.00,4612700.00,SEKRET
 BA09-13/BK,20180921999.999,ambil bni cek no. ce 200749,5300500.00,0.00,SEKRET
 BA09-13/BK,20180921120.103,ambil bni cek no. ce 200749,0.00,5300500.00,SEKRET
 BA09-14/BM,20180924120.103,pp-we : robinson,21500000.00,0.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni cek no. ce 200753,10545000.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni cek no. ce 200753,0.00,10545000.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni cek no. ce 200754,6000000.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni cek no. ce 200754,0.00,6000000.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni cek no. ce 200755,7346000.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni cek no. ce 200755,0.00,7346000.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni cek no. ce 200763,13428260.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni cek no. ce 200763,0.00,13428260.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni : fc o & m supreme,2107400.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni : fc o & m supreme,0.00,2107400.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni : pintu pagar teralis,5500800.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni : pintu pagar teralis,0.00,5500800.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni : uang harian acls-rsui,8480000.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni : uang harian acls-rsui,0.00,8480000.00,SEKRET
 BA09-15/BK,20180925999.999,ambil bni : gaji karyawan september 2018,75046000.00,0.00,SEKRET
 BA09-15/BK,20180925120.103,ambil bni : gaji karyawan september 2018,0.00,75046000.00,SEKRET
 BA09-16/BM,20180927120.103,retur ko pum p2m,100000000.00,0.00,SEKRET
 BA09-16/BM,20180927999.999,retur ko pum p2m,0.00,100000000.00,SEKRET
 ST9-31/KK,20180928500.134,trans inh-conveyor/cogindo : 27-28/9/18,300000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,trans inh-conveyor/cogindo : 27-28/9/18,0.00,300000.00,SEKRET
 ST9-31/KK,20180928500.134,pulsa inh-conveyor/cogindo : 27-28/9/18,300000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,pulsa inh-conveyor/cogindo : 27-28/9/18,0.00,300000.00,SEKRET
 ST9-31/KK,20180928500.106,trans ke artha daya: wilda,100000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,trans ke artha daya: wilda,0.00,100000.00,SEKRET
 ST9-31/KK,20180928500.106,trans ke dekanat ftui depok : anna,100000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,trans ke dekanat ftui depok : anna,0.00,100000.00,SEKRET
 ST9-31/KK,20180928500.115,trans ke kai juanda : rahmad,25000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,trans ke kai juanda : rahmad,0.00,25000.00,SEKRET
 ST9-31/KK,20180928500.137,konsumsi olahraga & kesehatan kary : 21/,240000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,konsumsi olahraga & kesehatan kary : 21/,0.00,240000.00,SEKRET
 ST9-31/KK,20180928500.137,konsumsi olahraga & kesehatan kary : 28/,240000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,konsumsi olahraga & kesehatan kary : 28/,0.00,240000.00,SEKRET
 ST9-31/KK,20180928500.134,suvenir pst inh-conveyor/cogindo : 24-25,1960000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,suvenir pst inh-conveyor/cogindo : 24-25,0.00,1960000.00,SEKRET
 ST9-31/KK,20180928500.134,suvenir pst inh-conveyor/cogindo : 27-28,1820000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,suvenir pst inh-conveyor/cogindo : 27-28,0.00,1820000.00,SEKRET
 ST9-31/KK,20180928500.134,suvenir pst inh-kalibrasi/cogindo : 27-2,2100000.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,suvenir pst inh-kalibrasi/cogindo : 27-2,0.00,2100000.00,SEKRET
 ST9-32/KM,20180928110.101,ambil bni : b.oprs survey ke medan-kai,7378216.00,0.00,SEKRET
 ST9-32/KM,20180928999.999,ambil bni : b.oprs survey ke medan-kai,0.00,7378216.00,SEKRET
 ST9-31/KK,20180928999.999,diserahkan ke kas pp-we,74088.00,0.00,SEKRET
 ST9-31/KK,20180928110.101,diserahkan ke kas pp-we,0.00,74088.00,SEKRET
 ST9-32/KM,20180928110.101,kemb.pjk pph21 : hnr pp-we,1586688.00,0.00,SEKRET
 ST9-32/KM,20180928110.110,kemb.pjk pph21 : hnr pp-we,0.00,1586688.00,SEKRET
 BA09-17/BM,20180927120.103,listrik : kompas-2 org,11760000.00,0.00,SEKRET
BA09-18/BK,20180927999.999,ambil bni : kontribusi p2m ke ui (thn 20,168563539.00,0.00,SEKRET
 BA09-18/BK,20180927120.103,ambil bni : kontribusi p2m ke ui (thn 20,0.00,168563539.00,SEKRET
 BA09-18/BK,20180927999.999,ambil bni : b.oprs survey medan-kai,7378216.00,0.00,SEKRET
 BA09-18/BK,20180927120.103,ambil bni : b.oprs survey medan-kai,0.00,7378216.00,SEKRET
 ST9-33/KM,20180927110.101,ambil bni : kontribusi p2m ke ui - th 20,168563539.00,0.00,SEKRET
 ST9-33/KM,20180927999.999,ambil bni : kontribusi p2m ke ui - th 20,0.00,168563539.00,SEKRET
 ST9-30/KK,20180927500.136,kontribusi p2m ke ui : thn 2017,168563539.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,kontribusi p2m ke ui : thn 2017,0.00,168563539.00,SEKRET
 ST9-33/KM,20180927110.101,kemb.pjk pph21 : hn sekrt sept 2018 (ard,568425.00,0.00,SEKRET
 ST9-33/KM,20180927110.110,kemb.pjk pph21 : hn sekrt sept 2018 (ard,0.00,568425.00,SEKRET
 ST9-33/KM,20180927110.101,kemb.pjk pph21 : hn sekrt sept 2018 (fit,87700.00,0.00,SEKRET
 ST9-33/KM,20180927110.110,kemb.pjk pph21 : hn sekrt sept 2018 (fit,0.00,87700.00,SEKRET
 ST9-30/KK,20180927999.999,diserahkan ke kas pelatihan,2742000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,diserahkan ke kas pelatihan,0.00,2742000.00,SEKRET
 ST9-30/KK,20180927500.134,"hn.sekrt inh. boiler 1-2, vibrasi/cogind",1561500.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,"hn.sekrt inh. boiler 1-2, vibrasi/cogind",0.00,1561500.00,SEKRET
 ST9-30/KK,20180927500.134,"hn.sekrt inh. boiler 1-2, vibrasi/cogind",240000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,"hn.sekrt inh. boiler 1-2, vibrasi/cogind",0.00,240000.00,SEKRET
 ST9-30/KK,20180927500.115,hn.sekrt.kemenristek dikti : fitri,1000000.00,0.00,SEKRET
 ST9-30/KK,20180927110.101,hn.sekrt.kemenristek dikti : fitri,0.00,1000000.00,SEKRET
PP09-9/KM,20180927999.999,trm.dr.kas p2m,0.00,2742000.00,SEKRET
ST9-32/KM,20180928110.101,ambil bni : suvenir conveyor-cogindo (2,3500000.00,0.00,SEKRET
 ST9-32/KM,20180928999.999,ambil bni : suvenir conveyor-cogindo (2,0.00,3500000.00,SEKRET
 WEIP-10/KM,20180928999.999,trm.dr.kas p2m,0.00,74088.00,SEKRET
 BA09-19/BK,20180928999.999,ambil bni : suvenir inh-conveyor-cogindo,3500000.00,0.00,SEKRET
 BA09-19/BK,20180928120.103,ambil bni : suvenir inh-conveyor-cogindo,0.00,3500000.00,SEKRET
 ST10-1/KK,20181001999.999,diserahkan ke kas pp-we,21000000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,diserahkan ke kas pp-we,0.00,21000000.00,SEKRET
 ST10-1/KK,20181001500.115,b. materai 6000-10bh : pjb muara tawar,60000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,b. materai 6000-10bh : pjb muara tawar,0.00,60000.00,SEKRET
 ST10-1/KK,20181001500.134,"bensin,trans inh-conveyor: cogindo (1-2/",190000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,"bensin,trans inh-conveyor: cogindo (1-2/",0.00,190000.00,SEKRET
 ST10-1/KK,20181001500.134,fc.materi inh-compresor: cogindo (1-2/10,500000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,fc.materi inh-compresor: cogindo (1-2/10,0.00,500000.00,SEKRET
 ST10-1/KK,20181001500.115,sewa pick up ke wisma makara ui dpk: sup,415000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,sewa pick up ke wisma makara ui dpk: sup,0.00,415000.00,SEKRET
 ST10-1/KK,20181001500.115,trans ke pltu indramayu : 3 org,900000.00,0.00,SEKRET
 ST10-1/KK,20181001110.101,trans ke pltu indramayu : 3 org,0.00,900000.00,SEKRET
 ST10-2/KM,20181001110.101,kemb.pjk pph23-4% : sewa mobil -supreme,16600.00,0.00,SEKRET
 ST10-2/KM,20181001110.110,kemb.pjk pph23-4% : sewa mobil -supreme,0.00,16600.00,SEKRET
 ST10-3/KK,20181002500.115,kirim inv-studi comparasi: toyota astra,15000.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,kirim inv-studi comparasi: toyota astra,0.00,15000.00,SEKRET
 ST10-3/KK,20181002500.104,isi air mineral aqua-3 btl,43500.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,isi air mineral aqua-3 btl,0.00,43500.00,SEKRET
 ST10-3/KK,20181002500.134,fc.materi inh-conveyor : cogindo (1-2/10,732400.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,fc.materi inh-conveyor : cogindo (1-2/10,0.00,732400.00,SEKRET
 ST10-3/KK,20181002500.134,trans inh-compresor/cogindo : sukino 1-2,300000.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,trans inh-compresor/cogindo : sukino 1-2,0.00,300000.00,SEKRET
 ST10-3/KK,20181002500.134,pulsa inh-compresor/cogindo : 1-2/10,300000.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,pulsa inh-compresor/cogindo : 1-2/10,0.00,300000.00,SEKRET
 ST10-3/KK,20181002500.134,pulsa inh-conveyor/cogindo : 1-2/10,300000.00,0.00,SEKRET
 ST10-3/KK,20181002110.101,pulsa inh-conveyor/cogindo : 1-2/10,0.00,300000.00,SEKRET
 ST10-4/KK,20181003500.106,trans workshop pob di gd.apung ui dpk :,200000.00,0.00,SEKRET
 ST10-4/KK,20181003110.101,trans workshop pob di gd.apung ui dpk :,0.00,200000.00,SEKRET
 ST10-4/KK,20181003500.106,trans ke balai diklat industri-ps.rebo :,100000.00,0.00,SEKRET
 ST10-4/KK,20181003110.101,trans ke balai diklat industri-ps.rebo :,0.00,100000.00,SEKRET
 ST10-4/KK,20181003999.999,diserahkan ke kas pelatihan,6960000.00,0.00,SEKRET
 ST10-4/KK,20181003110.101,diserahkan ke kas pelatihan,0.00,6960000.00,SEKRET
 ST10-5/KK,20181004500.102,cetak sertifikat 4 rim,2300000.00,0.00,SEKRET
 ST10-5/KK,20181004110.101,cetak sertifikat 4 rim,0.00,2300000.00,SEKRET
 ST10-5/KK,20181004500.134,trans inh-compresor/cogindo : sukino 4-5,300000.00,0.00,SEKRET
 ST10-5/KK,20181004110.101,trans inh-compresor/cogindo : sukino 4-5,0.00,300000.00,SEKRET
